id,lat,lon,user,uid,version,changeset,timestamp
3012796072,33.1012855,-96.9411705,cbatman,26509,1,24707374,2014-08-12T18:05:32Z
3047899342,32.8177013,-97.0716848,Rub21,510836,1,25079725,2014-08-28T18:01:47Z
3070015310,32.9880959,-96.9873446,7minutesdead,2324217,1,25346451,2014-09-10T11:19:51Z
3084840501,33.3122027,-97.1754401,pureispoor,2317038,1,25523264,2014-09-18T15:41:06Z
3117387719,33.1079108,-96.8048554,cbatman,26509,1,25927821,2014-10-07T21:20:08Z
3163906289,32.7381272,-97.0124127,AgentBlue,2425490,1,26516413,2014-11-03T00:35:17Z
3184102550,33.1646684,-96.6695791,JacobT13,1712104,1,26749092,2014-11-13T05:19:56Z
3238146357,32.6922164,-97.0045382,AgentBlue,2425490,1,27511082,2014-12-16T16:32:01Z
3304446199,32.9087623,-96.5969292,jumbanho,38487,1,28331574,2015-01-22T17:08:09Z
3331206984,33.1699958,-96.8120512,Dami_Tn,2012449,1,28622404,2015-02-05T00:26:45Z
3340842181,33.1373022,-96.7705813,Dami_Tn,2012449,1,28740655,2015-02-09T23:22:38Z
3358851225,33.1907591,-96.8649401,Dami_Tn,2012449,1,28947650,2015-02-19T00:30:22Z
3370853624,33.1074394,-97.547931,RichRico,2219338,2,29078317,2015-02-24T20:50:28Z
3404825870,33.1766363,-96.5930199,The Jacobin,243543,2,49172743,2017-06-01T17:57:15Z
3427447302,33.0315107,-97.3458676,25or6to4,37392,1,29860278,2015-03-30T19:50:48Z
3461828520,33.1725125,-97.1024512,samely,2512300,1,30291154,2015-04-17T17:22:07Z
3484763719,32.9829844,-96.778391,42429,42429,1,30591977,2015-04-28T18:50:46Z
3527365196,32.9497926,-96.7656173,andrewpmk,1679,1,31272897,2015-05-19T03:26:28Z
3567583638,32.8822095,-96.8353356,RitaEnami,2907113,1,31682213,2015-06-03T04:09:39Z
3586951643,33.1449967,-96.9060678,clairehhlin,2815098,1,31885550,2015-06-11T00:07:47Z
3590839684,33.1408268,-96.757253,lemba,813769,1,31933861,2015-06-12T22:49:27Z
3590892804,33.1195836,-96.7866688,lemba,813769,1,31934062,2015-06-12T23:04:33Z
3591036963,33.177057,-96.7438181,clairehhlin,2815098,2,32040820,2015-06-18T00:32:07Z
3596978381,33.1084334,-96.8676504,Dami_Tn,2012449,1,31990354,2015-06-15T18:30:26Z
3597470841,33.1857187,-96.7775826,Dami_Tn,2012449,1,31995750,2015-06-16T00:12:22Z
3600973073,33.0176661,-96.8528815,abel801,2377377,1,32036126,2015-06-17T18:59:17Z
3605457284,32.9056699,-97.115258,dannykath,2226712,1,32078029,2015-06-19T15:39:35Z
3615510057,32.8937773,-97.0484215,Zachy_P,2149951,1,32187368,2015-06-24T16:32:23Z
3633365848,32.9395755,-96.8066361,Luis36995,1829683,1,32397933,2015-07-03T20:02:33Z
3656077170,33.0047218,-97.0366752,KristenK,1494110,1,32709673,2015-07-17T22:52:40Z
3692711027,32.6221067,-97.0113454,AgentBlue,2425490,1,33282285,2015-08-12T04:06:11Z
3708693418,32.7326373,-97.0056091,AgentBlue,2425490,1,33496339,2015-08-21T23:05:16Z
3725307437,33.1489946,-97.0813455,TheDude05,2362216,1,33738194,2015-09-01T20:29:37Z
3758360072,32.8812823,-96.764638,Andrew Matheny_import,4904442,2,45416217,2017-01-23T23:27:22Z
3778351136,33.1105543,-96.6801246,Andrew Matheny,3265371,2,51211708,2017-08-17T17:29:47Z
3802985923,33.2060272,-96.7432146,florinbadita_telenav,2959379,3,42119976,2016-09-13T09:07:58Z
3881540521,32.8887959,-97.2621424,Sarr_Cat,2859402,1,35801481,2015-12-07T09:10:00Z
3902486742,32.8454115,-96.432588,gregcrago,2063187,1,36077788,2015-12-21T05:11:42Z
3986760360,32.7740029,-96.9144561,afdreher,1110270,1,36984018,2016-02-03T19:21:01Z
4072376922,32.8914806,-97.0474211,dwh1985,3176959,1,37986553,2016-03-21T21:04:09Z
4159350351,32.8412617,-96.9989537,Greg73E,2315729,1,39016979,2016-05-01T13:31:13Z
4196009997,32.7467075,-97.3233875,RichRico,2219338,1,39438368,2016-05-19T21:54:38Z
4214708900,32.9512493,-96.7302671,Stephen214,4018842,1,39654423,2016-05-30T02:57:34Z
